column,block,source_file_line,definition,grain,source_records,event_subset,window,statistic,denominator_exposure,zero_semantics,missing_semantics,asof_rule,coding_era_dependence,intended_model_families,est_compute_cost,parity_class,parity_evidence
b2_visibility_max_run,B2,factory/blocks.py:119-123; emitter factory/blocks.py:328-345,Longest run of CONSECUTIVE observed prior test-days carrying a 'visibility' item (recurrence).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:visibility,lifetime,streak_longest,consecutive OBSERVED test-days,0 = never present,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",different_window_or_semantics,"LONGEST run (factory/blocks.py:123) but over ANY disposition, so it is neither an advisory streak nor a failure streak. The CURRENT run is tracked in state.cat_run (factory/state.py:209) and never emitted. MEASURED flat4y/r1m n=999,999: range [0 .. 17], NULL 0.000%"
b2_visibility_persistence,B2,factory/blocks.py:119-124; emitter factory/blocks.py:328-345,b2_visibility_n_days / b1_n_prior_test_days -- share of observed test-days carrying 'visibility'; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:visibility,lifetime,rate,per observed prior test-DAY,0.0 = never present,NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",equivalent,"per-observed-test exposure normalisation with BOTH raw terms shipped (factory/blocks.py:124). MEASURED flat4y/r1m n=999,999: range [-0.0 .. 1.0], NULL 7.639%"
b2_lamps_reflectors_and_electrical_equipment_n_days,B2,factory/blocks.py:119-121; emitter factory/blocks.py:328-345,Prior test-days carrying >=1 defect item in section-category 'lamps reflectors and electrical equipment' (any disposition).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:lamps reflectors and electrical equipment,lifetime,count,raw count,"0 = no such item ever, indistinguishable from absent item data. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"AFFECTED-TESTS (days) for the family (factory/blocks.py:121). The RECORDED-ITEMS twin does not exist: the atom computes cat_lamps_reflectors_and_electrical_equipment_n per day (factory/atoms.py:64) but state.update reads it only as a presence test (factory/state.py:425). MEASURED flat4y/r1m n=999,999: range [0 .. 19], NULL 0.000%"
b2_lamps_reflectors_and_electrical_equipment_days_since,B2,factory/blocks.py:119-122; emitter factory/blocks.py:328-345,Days since the most recent prior test-day with a 'lamps reflectors and electrical equipment' item; NULL when never observed.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:lamps reflectors and electrical equipment,lifetime,recency_days,days,n/a,NULL when never observed (factory/blocks.py:122),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"recency in DAYS only; no intervening-tests and no mileage twin for any category. MEASURED flat4y/r1m n=999,999: range [1 .. 6610], NULL 58.853%"
b2_lamps_reflectors_and_electrical_equipment_max_run,B2,factory/blocks.py:119-123; emitter factory/blocks.py:328-345,Longest run of CONSECUTIVE observed prior test-days carrying a 'lamps reflectors and electrical equipment' item (recurrence).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:lamps reflectors and electrical equipment,lifetime,streak_longest,consecutive OBSERVED test-days,0 = never present,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",different_window_or_semantics,"LONGEST run (factory/blocks.py:123) but over ANY disposition, so it is neither an advisory streak nor a failure streak. The CURRENT run is tracked in state.cat_run (factory/state.py:209) and never emitted. MEASURED flat4y/r1m n=999,999: range [0 .. 16], NULL 0.000%"
b2_lamps_reflectors_and_electrical_equipment_persistence,B2,factory/blocks.py:119-124; emitter factory/blocks.py:328-345,b2_lamps_reflectors_and_electrical_equipment_n_days / b1_n_prior_test_days -- share of observed test-days carrying 'lamps reflectors and electrical equipment'; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:lamps reflectors and electrical equipment,lifetime,rate,per observed prior test-DAY,0.0 = never present,NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",equivalent,"per-observed-test exposure normalisation with BOTH raw terms shipped (factory/blocks.py:124). MEASURED flat4y/r1m n=999,999: range [-0.0 .. 1.0], NULL 7.639%"
b2_body_chassis_structure_n_days,B2,factory/blocks.py:119-121; emitter factory/blocks.py:328-345,Prior test-days carrying >=1 defect item in section-category 'body chassis structure' (any disposition).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:body chassis structure,lifetime,count,raw count,"0 = no such item ever, indistinguishable from absent item data. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"AFFECTED-TESTS (days) for the family (factory/blocks.py:121). The RECORDED-ITEMS twin does not exist: the atom computes cat_body_chassis_structure_n per day (factory/atoms.py:64) but state.update reads it only as a presence test (factory/state.py:425). MEASURED flat4y/r1m n=999,999: range [0 .. 16], NULL 0.000%"
b2_body_chassis_structure_days_since,B2,factory/blocks.py:119-122; emitter factory/blocks.py:328-345,Days since the most recent prior test-day with a 'body chassis structure' item; NULL when never observed.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:body chassis structure,lifetime,recency_days,days,n/a,NULL when never observed (factory/blocks.py:122),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"recency in DAYS only; no intervening-tests and no mileage twin for any category. MEASURED flat4y/r1m n=999,999: range [1 .. 6610], NULL 85.642%"
b2_body_chassis_structure_max_run,B2,factory/blocks.py:119-123; emitter factory/blocks.py:328-345,Longest run of CONSECUTIVE observed prior test-days carrying a 'body chassis structure' item (recurrence).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:body chassis structure,lifetime,streak_longest,consecutive OBSERVED test-days,0 = never present,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",different_window_or_semantics,"LONGEST run (factory/blocks.py:123) but over ANY disposition, so it is neither an advisory streak nor a failure streak. The CURRENT run is tracked in state.cat_run (factory/state.py:209) and never emitted. MEASURED flat4y/r1m n=999,999: range [0 .. 12], NULL 0.000%"
b2_body_chassis_structure_persistence,B2,factory/blocks.py:119-124; emitter factory/blocks.py:328-345,b2_body_chassis_structure_n_days / b1_n_prior_test_days -- share of observed test-days carrying 'body chassis structure'; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:body chassis structure,lifetime,rate,per observed prior test-DAY,0.0 = never present,NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",equivalent,"per-observed-test exposure normalisation with BOTH raw terms shipped (factory/blocks.py:124). MEASURED flat4y/r1m n=999,999: range [-0.0 .. 1.0], NULL 7.639%"
b2_other_n_days,B2,factory/blocks.py:119-121; emitter factory/blocks.py:328-345,Prior test-days carrying >=1 defect item in section-category 'other' (any disposition).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:other,lifetime,count,raw count,"0 = no such item ever, indistinguishable from absent item data. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"AFFECTED-TESTS (days) for the family (factory/blocks.py:121). The RECORDED-ITEMS twin does not exist: the atom computes cat_other_n per day (factory/atoms.py:64) but state.update reads it only as a presence test (factory/state.py:425). MEASURED flat4y/r1m n=999,999: range [0 .. 24], NULL 0.000%"
b2_other_days_since,B2,factory/blocks.py:119-122; emitter factory/blocks.py:328-345,Days since the most recent prior test-day with a 'other' item; NULL when never observed.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:other,lifetime,recency_days,days,n/a,NULL when never observed (factory/blocks.py:122),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"recency in DAYS only; no intervening-tests and no mileage twin for any category. MEASURED flat4y/r1m n=999,999: range [1 .. 6707], NULL 63.331%"
b2_other_max_run,B2,factory/blocks.py:119-123; emitter factory/blocks.py:328-345,Longest run of CONSECUTIVE observed prior test-days carrying a 'other' item (recurrence).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:other,lifetime,streak_longest,consecutive OBSERVED test-days,0 = never present,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",different_window_or_semantics,"LONGEST run (factory/blocks.py:123) but over ANY disposition, so it is neither an advisory streak nor a failure streak. The CURRENT run is tracked in state.cat_run (factory/state.py:209) and never emitted. MEASURED flat4y/r1m n=999,999: range [0 .. 18], NULL 0.000%"
b2_other_persistence,B2,factory/blocks.py:119-124; emitter factory/blocks.py:328-345,b2_other_n_days / b1_n_prior_test_days -- share of observed test-days carrying 'other'; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:other,lifetime,rate,per observed prior test-DAY,0.0 = never present,NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",equivalent,"per-observed-test exposure normalisation with BOTH raw terms shipped (factory/blocks.py:124). MEASURED flat4y/r1m n=999,999: range [-0.0 .. 1.0], NULL 7.639%"
b2_breadth_categories,B2,factory/blocks.py:127; emitter factory/blocks.py:328-345,Distinct section-categories ever seen on a prior test-day (breadth of defect history).,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition,lifetime,distinct_families,raw count,0 = no items ever,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"DISTINCT FAMILIES at 8-category grain (factory/blocks.py:127). The 26-section and rfr-code grains exist in the atom and the packets payload (factory/packets.py:22-29) but are never counted into a column. MEASURED flat4y/r1m n=999,999: range [0 .. 8], NULL 0.000%"
